pHLogSN,Site,LogIntMin,DateTimeGMT,TempF,mV,pH,CalibpH,Buffer,CuOn
20430933,BARN,0.016,2019-09-03 12:13:57,70.99,-39.50,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:13:58,70.99,-39.30,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:13:59,70.99,-39.19,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:00,70.99,-39.09,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:01,70.99,-39.03,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:02,70.99,-38.99,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:03,70.99,-38.92,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:04,70.99,-38.89,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:05,70.99,-38.86,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:06,70.99,-38.83,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:07,70.99,-38.80,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:08,70.99,-38.77,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:09,70.99,-38.75,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:10,70.99,-38.74,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:14:11,70.99,-38.70,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:12,70.99,-38.69,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:13,70.99,-38.67,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:14,70.99,-38.66,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:15,70.99,-38.64,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:16,70.99,-38.64,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:17,70.99,-38.63,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:18,70.99,-38.61,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:19,70.99,-38.61,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:20,70.99,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:21,70.99,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:22,70.99,-38.58,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:23,70.99,-38.58,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:24,70.99,-38.56,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:25,70.99,-38.56,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:26,70.99,-38.56,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:27,70.99,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:28,70.99,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:29,70.99,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:30,70.99,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:31,70.99,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:32,70.99,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:33,70.99,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:34,70.99,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:35,70.99,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:36,70.99,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:37,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:38,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:39,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:40,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:41,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:42,71.04,-38.50,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:43,71.04,-38.50,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:44,71.04,-38.50,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:45,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:46,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:47,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:48,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:49,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:50,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:51,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:52,71.04,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:53,71.04,-38.52,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:54,71.04,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:55,71.04,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:56,71.04,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:57,71.04,-38.53,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:58,71.04,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:14:59,71.04,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:00,71.04,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:01,71.04,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:02,71.04,-38.55,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:03,71.04,-38.56,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:04,71.04,-38.56,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:05,71.04,-38.56,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:06,71.04,-38.58,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:07,71.04,-38.58,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:08,71.04,-38.58,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:09,71.04,-38.58,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:10,71.04,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:11,71.04,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:12,71.04,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:13,71.04,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:14,71.04,-38.59,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:15,71.04,-38.61,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:16,71.04,-38.61,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:17,71.04,-38.63,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:18,71.04,-38.63,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:19,71.04,-38.63,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:20,71.04,-38.63,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:21,71.04,-38.64,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:22,71.04,-38.64,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:23,71.04,-38.64,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:24,71.04,-38.66,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:25,71.04,-38.64,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:26,71.04,-38.66,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:27,71.04,-38.66,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:28,71.04,-38.67,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:29,71.04,-38.67,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:30,71.04,-38.67,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:31,71.04,-38.69,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:32,71.04,-38.69,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:33,71.04,-38.69,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:34,71.04,-38.70,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:35,71.04,-38.70,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:36,71.04,-38.70,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:37,71.04,-38.70,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:38,71.04,-38.72,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:39,71.04,-38.72,7.36,,,N
20430933,BARN,0.016,2019-09-03 12:15:40,71.04,-38.74,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:41,71.04,-38.74,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:42,71.04,-38.75,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:43,71.04,-38.75,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:44,71.04,-38.75,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:45,71.04,-38.75,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:46,71.04,-38.77,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:47,71.04,-38.77,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:48,71.04,-38.77,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:49,71.04,-38.78,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:50,71.04,-38.78,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:51,71.04,-38.80,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:52,71.04,-38.80,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:53,71.04,-38.80,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:54,71.04,-38.81,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:55,71.04,-38.81,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:56,71.04,-38.83,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:57,71.04,-38.83,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:58,71.04,-38.83,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:15:59,71.04,-38.84,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:00,71.04,-38.84,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:01,71.04,-38.86,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:02,71.04,-38.86,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:03,71.04,-38.86,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:04,71.04,-38.86,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:05,71.04,-38.86,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:06,71.04,-38.88,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:07,71.04,-38.88,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:08,71.04,-38.89,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:09,71.04,-38.89,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:10,71.04,-38.89,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:11,71.04,-38.89,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:12,71.04,-38.91,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:13,71.04,-38.92,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:14,71.04,-38.92,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:15,71.04,-38.92,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:16,71.04,-38.92,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:17,71.04,-38.94,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:18,71.04,-38.94,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:19,71.04,-38.94,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:20,71.04,-38.95,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:21,71.04,-38.95,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:22,71.04,-38.95,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:23,71.04,-38.95,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:24,71.04,-38.97,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:25,71.04,-38.97,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:26,71.04,-38.99,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:27,71.04,-38.99,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:28,71.04,-38.99,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:29,71.04,-39.00,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:30,71.04,-39.00,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:31,71.04,-39.02,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:32,71.04,-39.02,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:33,71.04,-39.02,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:34,71.04,-39.03,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:35,71.04,-39.03,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:36,71.04,-39.05,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:37,71.04,-39.05,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:38,71.04,-39.05,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:39,71.04,-39.06,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:40,71.04,-39.06,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:41,71.04,-39.08,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:42,71.04,-39.08,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:43,71.04,-39.08,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:44,71.04,-39.09,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:45,71.04,-39.11,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:46,71.04,-39.11,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:47,71.04,-39.11,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:48,71.04,-39.13,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:49,71.04,-39.13,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:50,71.04,-39.14,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:51,71.04,-39.14,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:52,71.04,-39.14,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:53,71.04,-39.16,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:54,71.04,-39.17,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:55,71.04,-39.17,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:56,71.04,-39.17,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:57,71.04,-39.19,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:58,71.04,-39.19,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:16:59,71.04,-39.20,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:00,71.04,-39.20,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:01,71.04,-39.22,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:02,71.04,-39.22,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:03,71.04,-39.22,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:04,71.04,-39.24,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:05,71.04,-39.25,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:06,71.04,-39.25,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:07,71.04,-39.27,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:08,71.04,-39.27,7.37,,,N
20430933,BARN,0.016,2019-09-03 12:17:09,71.04,-39.28,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:10,71.04,-39.36,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:11,71.04,-39.33,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:12,71.04,-39.33,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:13,71.04,-39.33,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:14,71.04,-39.33,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:15,71.04,-39.33,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:16,71.04,-39.34,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:17,71.04,-39.34,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:18,71.04,-39.36,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:19,71.04,-39.36,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:20,71.04,-39.38,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:21,71.04,-39.38,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:22,71.04,-39.39,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:23,71.04,-39.41,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:24,71.04,-39.41,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:25,71.04,-39.42,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:26,71.04,-39.42,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:27,71.04,-39.44,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:28,71.04,-39.45,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:29,71.04,-39.45,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:30,71.04,-39.45,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:31,71.04,-39.47,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:32,71.04,-39.49,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:33,71.04,-39.49,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:34,71.04,-39.50,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:35,71.04,-39.50,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:36,71.04,-39.52,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:37,71.04,-39.53,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:38,71.04,-39.55,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:39,71.04,-39.55,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:40,71.04,-39.56,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:41,71.04,-39.56,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:42,71.04,-39.58,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:43,71.04,-39.58,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:44,71.04,-39.59,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:45,71.04,-39.61,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:46,71.04,-39.61,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:47,71.04,-39.63,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:48,71.04,-39.64,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:49,71.04,-39.64,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:50,71.04,-39.66,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:51,71.04,-39.67,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:52,71.04,-39.67,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:53,71.04,-39.69,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:54,71.04,-39.69,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:55,71.04,-39.70,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:56,71.04,-39.72,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:57,71.04,-39.72,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:58,71.04,-39.74,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:17:59,71.04,-39.75,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:00,71.04,-39.77,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:01,71.04,-39.77,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:02,71.04,-39.78,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:03,71.04,-39.80,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:04,71.04,-39.80,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:05,71.04,-39.81,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:06,71.04,-39.81,7.38,,,N
20430933,BARN,0.016,2019-09-03 12:18:07,71.04,-39.83,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:08,71.04,-39.83,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:09,71.04,-39.86,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:10,71.04,-39.86,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:11,71.04,-39.88,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:12,71.04,-39.88,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:13,71.04,-39.89,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:14,71.04,-39.91,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:15,71.04,-39.91,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:16,71.04,-39.92,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:17,71.04,-39.94,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:18,71.04,-39.94,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:19,71.04,-39.95,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:20,71.04,-39.95,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:21,71.04,-39.97,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:22,71.04,-39.99,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:23,71.04,-39.99,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:24,71.04,-40.00,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:25,71.04,-40.02,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:26,71.04,-40.03,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:27,71.04,-40.03,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:28,71.04,-40.05,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:29,71.04,-40.06,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:30,71.04,-40.06,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:31,71.04,-40.08,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:32,71.04,-40.08,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:33,71.04,-40.09,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:34,71.04,-40.11,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:35,71.04,-40.13,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:36,71.04,-40.13,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:37,71.04,-40.14,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:38,71.04,-40.14,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:39,71.04,-40.16,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:40,71.04,-40.17,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:41,71.04,-40.17,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:42,71.04,-40.19,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:43,71.04,-40.20,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:44,71.04,-40.20,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:45,71.04,-40.22,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:46,71.04,-40.24,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:47,71.04,-40.25,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:48,71.04,-40.25,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:49,71.04,-40.27,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:50,71.04,-40.27,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:51,71.04,-40.28,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:52,71.04,-40.28,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:53,71.04,-40.30,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:54,71.04,-40.31,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:55,71.04,-40.31,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:56,71.04,-40.33,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:57,71.04,-40.34,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:58,71.04,-40.34,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:18:59,71.04,-40.36,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:19:00,71.04,-40.36,7.39,,,N
20430933,BARN,0.016,2019-09-03 12:19:01,71.04,-40.38,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:02,71.04,-40.39,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:03,71.04,-40.41,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:04,71.04,-40.41,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:05,71.04,-40.42,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:06,71.04,-40.42,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:07,71.04,-40.45,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:08,71.04,-40.45,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:09,71.04,-40.45,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:10,71.04,-40.47,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:11,71.04,-40.47,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:12,71.04,-40.49,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:13,71.04,-40.50,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:14,71.04,-40.52,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:15,71.04,-40.52,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:16,71.04,-40.52,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:17,71.04,-40.55,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:18,71.04,-40.55,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:19,71.04,-40.56,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:20,71.04,-40.56,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:21,71.04,-40.58,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:22,71.04,-40.59,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:23,71.04,-40.59,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:24,71.04,-40.61,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:25,71.04,-40.61,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:26,71.04,-40.61,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:27,71.04,-40.63,7.40,,,N
20430933,BARN,0.016,2019-09-03 12:19:28,71.04,-40.64,7.40,,,N
